Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Nicaragua,Soberana 2,Oct 2021,"600,000",(Blank),(Blank),(Blank),(Blank),"600,000"
Nicaragua,Unknown,Jul 2021,(Blank),(Blank),(Blank),(Blank),"85,724","85,724"
Nicaragua,Unknown,Aug 2021,(Blank),(Blank),(Blank),(Blank),"155,182","155,182"
Nicaragua,Unknown,Nov 2021,(Blank),(Blank),(Blank),(Blank),"2,061,539","2,061,539"
Nicaragua,Unknown,Dec 2021,(Blank),(Blank),(Blank),(Blank),"397,480","397,480"
Nicaragua,Unknown,Feb 2022,(Blank),(Blank),(Blank),(Blank),"747,001","747,001"
Nicaragua,Unknown,Mar 2022,(Blank),(Blank),(Blank),(Blank),"268,874","268,874"
Nicaragua,Unknown,Apr 2022,(Blank),(Blank),(Blank),(Blank),"842,045","842,045"
Nicaragua,Unknown,May 2022,(Blank),(Blank),(Blank),(Blank),"202,313","202,313"
Nicaragua,Unknown,Jun 2022,(Blank),(Blank),(Blank),(Blank),"10,379","10,379"
Guatemala,Pfizer BioNTech - Comirnaty,Nov 2021,(Blank),(Blank),"1,000,350",(Blank),(Blank),"1,000,350"
Guatemala,Pfizer BioNTech - Comirnaty,Dec 2021,(Blank),(Blank),"1,000,350",(Blank),(Blank),"1,000,350"
Guatemala,Pfizer BioNTech - Comirnaty,Jun 2022,(Blank),(Blank),"699,660",(Blank),(Blank),"699,660"
Guatemala,Pfizer BioNTech - Comirnaty,Jan 2022,(Blank),(Blank),"680,940",(Blank),(Blank),"680,940"
Guatemala,Pfizer BioNTech - Comirnaty,Aug 2021,(Blank),(Blank),"363,870",(Blank),(Blank),"363,870"
Guatemala,Pfizer BioNTech - Comirnaty,Jul 2022,(Blank),(Blank),"302,400",(Blank),(Blank),"302,400"
Guatemala,Pfizer BioNTech - Comirnaty,May 2022,(Blank),(Blank),"273,780",(Blank),(Blank),"273,780"
Guatemala,Pfizer BioNTech - Comirnaty,Sep 2021,(Blank),(Blank),"169,650",(Blank),(Blank),"169,650"
Guatemala,AstraZeneca - Vaxzevria,Sep 2021,(Blank),"304,000","670,300",(Blank),(Blank),"974,300"
Guatemala,AstraZeneca - Vaxzevria,Apr 2021,(Blank),(Blank),"321,600",(Blank),(Blank),"321,600"
Guatemala,AstraZeneca - Vaxzevria,Jun 2021,(Blank),(Blank),"321,600",(Blank),(Blank),"321,600"
Guatemala,AstraZeneca - Vaxzevria,Aug 2021,(Blank),"150,000","201,600",(Blank),(Blank),"351,600"
Guatemala,AstraZeneca - Vaxzevria,Oct 2021,(Blank),(Blank),"151,200",(Blank),(Blank),"151,200"
Guatemala,AstraZeneca - Vaxzevria,Mar 2021,(Blank),(Blank),"81,600",(Blank),(Blank),"81,600"
Guatemala,Gamaleya - Sputnik V,Jan 2021,"200,000",(Blank),(Blank),(Blank),(Blank),"200,000"
Guatemala,Gamaleya - Sputnik V,May 2021,"100,000",(Blank),(Blank),(Blank),(Blank),"100,000"
Guatemala,Gamaleya - Sputnik V,Jul 2021,"610,000",(Blank),(Blank),(Blank),(Blank),"610,000"
Guatemala,Gamaleya - Sputnik V,Aug 2021,"500,000",(Blank),(Blank),(Blank),(Blank),"500,000"
Guatemala,Gamaleya - Sputnik V,Sep 2021,"1,200,000",(Blank),(Blank),(Blank),(Blank),"1,200,000"
Guatemala,Gamaleya - Sputnik V,Oct 2021,"1,400,000",(Blank),(Blank),(Blank),(Blank),"1,400,000"
Guatemala,Gamaleya - Sputnik V,Dec 2021,"1,058,400",(Blank),(Blank),(Blank),(Blank),"1,058,400"
Guatemala,Moderna - Spikevax,Feb 2021,(Blank),"5,000",(Blank),(Blank),(Blank),"5,000"
Guatemala,Moderna - Spikevax,Jul 2021,(Blank),"4,500,000",(Blank),(Blank),(Blank),"4,500,000"
Guatemala,Moderna - Spikevax,Nov 2021,(Blank),"2,000,000",(Blank),(Blank),(Blank),"2,000,000"
Guatemala,Moderna - Spikevax,Dec 2021,(Blank),"2,000,000",(Blank),(Blank),(Blank),"2,000,000"
Guatemala,Moderna - Spikevax,Jul 2022,(Blank),"1,205,000",(Blank),(Blank),(Blank),"1,205,000"
Guatemala,SII - Covishield,Mar 2021,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Ecuador,Pfizer BioNTech - Comirnaty,Feb 2022,"1,511,640",(Blank),"1,511,640",(Blank),(Blank),"3,023,280"
Ecuador,Pfizer BioNTech - Comirnaty,Dec 2021,"1,916,400",(Blank),"1,181,700",(Blank),(Blank),"3,098,100"
Ecuador,Pfizer BioNTech - Comirnaty,Jul 2021,"2,947,701","2,000,000","379,080",(Blank),(Blank),"5,326,781"
Ecuador,Pfizer BioNTech - Comirnaty,Sep 2021,"882,180",(Blank),"176,670",(Blank),(Blank),"1,058,850"
Ecuador,Pfizer BioNTech - Comirnaty,Jan 2021,"6,825",(Blank),(Blank),(Blank),(Blank),"6,825"
Ecuador,Pfizer BioNTech - Comirnaty,Feb 2021,"33,930",(Blank),(Blank),(Blank),(Blank),"33,930"
Ecuador,Pfizer BioNTech - Comirnaty,Mar 2021,"299,520",(Blank),(Blank),(Blank),(Blank),"299,520"
Ecuador,Pfizer BioNTech - Comirnaty,Apr 2021,"217,620",(Blank),(Blank),(Blank),(Blank),"217,620"
Ecuador,Pfizer BioNTech - Comirnaty,May 2021,"542,880",(Blank),(Blank),(Blank),(Blank),"542,880"
Ecuador,Pfizer BioNTech - Comirnaty,Jun 2021,"542,880",(Blank),(Blank),(Blank),(Blank),"542,880"
Ecuador,Pfizer BioNTech - Comirnaty,Aug 2021,"1,188,720",(Blank),(Blank),(Blank),(Blank),"1,188,720"
Ecuador,Pfizer BioNTech - Comirnaty,Oct 2021,"568,620",(Blank),(Blank),(Blank),(Blank),"568,620"
Ecuador,Pfizer BioNTech - Comirnaty,Nov 2021,"590,850",(Blank),(Blank),(Blank),(Blank),"590,850"
Ecuador,Sinovac - CoronaVac,Dec 2021,"1,351,500",(Blank),"1,351,200",(Blank),(Blank),"2,702,700"
Ecuador,Sinovac - CoronaVac,Nov 2021,"625,200",(Blank),"625,200",(Blank),(Blank),"1,250,400"
Ecuador,Sinovac - CoronaVac,Mar 2021,"20,000","20,000",(Blank),(Blank),(Blank),"40,000"
Ecuador,Sinovac - CoronaVac,Apr 2021,"1,000,000",(Blank),(Blank),(Blank),(Blank),"1,000,000"
Ecuador,Sinovac - CoronaVac,May 2021,"703,520","203,520",(Blank),(Blank),(Blank),"907,040"
Ecuador,Sinovac - CoronaVac,Jun 2021,"500,600",(Blank),(Blank),(Blank),(Blank),"500,600"
Ecuador,Sinovac - CoronaVac,Jul 2021,"7,000,000",(Blank),(Blank),(Blank),(Blank),"7,000,000"
Ecuador,Sinovac - CoronaVac,Aug 2021,"4,000,000",(Blank),(Blank),(Blank),(Blank),"4,000,000"
Ecuador,Sinovac - CoronaVac,Oct 2021,"1,000,000","500,000",(Blank),(Blank),(Blank),"1,500,000"
Ecuador,Sinovac - CoronaVac,Feb 2022,"3,000,000",(Blank),(Blank),(Blank),(Blank),"3,000,000"
Ecuador,Sinovac - CoronaVac,May 2022,"2,500,000","2,500,000",(Blank),(Blank),(Blank),"5,000,000"
Ecuador,AstraZeneca - Vaxzevria,Apr 2021,"336,000",(Blank),"336,000",(Blank),(Blank),"672,000"
Ecuador,AstraZeneca - Vaxzevria,Jun 2021,"746,000",(Blank),"336,000",(Blank),(Blank),"1,082,000"
Ecuador,AstraZeneca - Vaxzevria,Aug 2021,"659,710","394,950","101,760",(Blank),(Blank),"1,156,420"
Ecuador,AstraZeneca - Vaxzevria,Mar 2021,"84,000",(Blank),"84,000",(Blank),(Blank),"168,000"
Ecuador,AstraZeneca - Vaxzevria,May 2021,"200,000",(Blank),(Blank),(Blank),(Blank),"200,000"
Ecuador,AstraZeneca - Vaxzevria,Jul 2021,"693,400",(Blank),(Blank),(Blank),(Blank),"693,400"
Ecuador,AstraZeneca - Vaxzevria,Sep 2021,"392,200",(Blank),(Blank),(Blank),(Blank),"392,200"
Ecuador,AstraZeneca - Vaxzevria,Oct 2021,"734,400",(Blank),(Blank),(Blank),(Blank),"734,400"
Ecuador,AstraZeneca - Vaxzevria,Nov 2021,"1,020,000",(Blank),(Blank),(Blank),(Blank),"1,020,000"
Ecuador,AstraZeneca - Vaxzevria,Dec 2021,"1,000,000","1,000,000",(Blank),(Blank),(Blank),"2,000,000"
Ecuador,AstraZeneca - Vaxzevria,Jan 2022,"1,577,000","150,000",(Blank),(Blank),(Blank),"1,727,000"
Ecuador,AstraZeneca - Vaxzevria,Mar 2022,"5,500",(Blank),(Blank),(Blank),(Blank),"5,500"
Ecuador,CanSino - CONVIDECIA,Aug 2021,"500,000",(Blank),(Blank),(Blank),(Blank),"500,000"
Ecuador,CanSino - CONVIDECIA,Sep 2021,"300,000",(Blank),(Blank),(Blank),(Blank),"300,000"
El Salvador,Moderna - Spikevax,Jul 2021,(Blank),(Blank),"1,500,100",(Blank),(Blank),"1,500,100"
El Salvador,Moderna - Spikevax,Nov 2021,(Blank),(Blank),"1,500,100",(Blank),(Blank),"1,500,100"
El Salvador,Pfizer BioNTech - Comirnaty,Aug 2022,(Blank),(Blank),"297,600",(Blank),(Blank),"297,600"
El Salvador,Pfizer BioNTech - Comirnaty,Aug 2021,"292,230",(Blank),"188,370",(Blank),(Blank),"480,600"
El Salvador,Pfizer BioNTech - Comirnaty,May 2021,(Blank),(Blank),"140,400",(Blank),(Blank),"140,400"
El Salvador,Pfizer BioNTech - Comirnaty,Sep 2022,(Blank),(Blank),"105,600",(Blank),(Blank),"105,600"
El Salvador,Pfizer BioNTech - Comirnaty,Mar 2021,(Blank),(Blank),"51,480",(Blank),(Blank),"51,480"
El Salvador,Pfizer BioNTech - Comirnaty,Jun 2021,"125,190",(Blank),(Blank),(Blank),(Blank),"125,190"
El Salvador,Pfizer BioNTech - Comirnaty,Jul 2021,"125,190",(Blank),(Blank),(Blank),(Blank),"125,190"
El Salvador,Pfizer BioNTech - Comirnaty,Sep 2021,"420,030",(Blank),(Blank),(Blank),(Blank),"420,030"
El Salvador,Pfizer BioNTech - Comirnaty,Oct 2021,"703,170",(Blank),(Blank),(Blank),(Blank),"703,170"
El Salvador,Pfizer BioNTech - Comirnaty,Nov 2021,"205,920",(Blank),(Blank),(Blank),(Blank),"205,920"
El Salvador,Pfizer BioNTech - Comirnaty,Dec 2021,"826,020",(Blank),(Blank),(Blank),(Blank),"826,020"
El Salvador,AstraZeneca - Vaxzevria,Apr 2021,(Blank),(Blank),"96,000",(Blank),(Blank),"96,000"
El Salvador,AstraZeneca - Vaxzevria,May 2021,(Blank),(Blank),"96,000",(Blank),(Blank),"96,000"
El Salvador,AstraZeneca - Vaxzevria,Mar 2021,(Blank),(Blank),"33,600",(Blank),(Blank),"33,600"
El Salvador,AstraZeneca - Vaxzevria,Jun 2021,"204,000","100,800",(Blank),(Blank),(Blank),"304,800"
El Salvador,AstraZeneca - Vaxzevria,Aug 2021,"163,200",(Blank),(Blank),(Blank),(Blank),"163,200"
El Salvador,AstraZeneca - Vaxzevria,Oct 2021,"326,400",(Blank),(Blank),(Blank),(Blank),"326,400"
El Salvador,SII - Covishield,Feb 2021,"20,000",(Blank),(Blank),(Blank),(Blank),"20,000"
El Salvador,SII - Covishield,Jan 2022,"90,000",(Blank),(Blank),(Blank),(Blank),"90,000"
El Salvador,Sinopharm (Beijing) - BBIBP-CorV,Jul 2021,"1,000,000",(Blank),(Blank),(Blank),(Blank),"1,000,000"
El Salvador,Sinopharm (Beijing) - BBIBP-CorV,Sep 2021,"527,600",(Blank),(Blank),(Blank),(Blank),"527,600"
El Salvador,Sinopharm (Beijing) - BBIBP-CorV,Dec 2021,(Blank),"100,000",(Blank),(Blank),(Blank),"100,000"
El Salvador,Sinovac - CoronaVac,Mar 2021,"1,000,000",(Blank),(Blank),(Blank),(Blank),"1,000,000"
El Salvador,Sinovac - CoronaVac,Apr 2021,(Blank),"150,000",(Blank),(Blank),(Blank),"150,000"
El Salvador,Sinovac - CoronaVac,May 2021,"500,000",(Blank),(Blank),(Blank),(Blank),"500,000"
El Salvador,Sinovac - CoronaVac,Jun 2021,"500,000",(Blank),(Blank),(Blank),(Blank),"500,000"
El Salvador,Sinovac - CoronaVac,Jul 2021,"1,500,000",(Blank),(Blank),(Blank),(Blank),"1,500,000"
El Salvador,Sinovac - CoronaVac,Dec 2021,(Blank),"500,000",(Blank),(Blank),(Blank),"500,000"
El Salvador,Unknown,May 2021,(Blank),(Blank),(Blank),(Blank),"30,868","30,868"
Costa Rica,Pfizer BioNTech - Comirnaty,Feb 2022,"292,840","1,000,800","1,202,760",(Blank),(Blank),"2,496,400"
Costa Rica,Pfizer BioNTech - Comirnaty,Mar 2022,"824,130",(Blank),"709,020",(Blank),(Blank),"1,533,150"
Costa Rica,Pfizer BioNTech - Comirnaty,Jun 2021,"320,580",(Blank),"40,950",(Blank),(Blank),"361,530"
Costa Rica,Pfizer BioNTech - Comirnaty,Dec 2020,"21,450",(Blank),(Blank),(Blank),(Blank),"21,450"
Costa Rica,Pfizer BioNTech - Comirnaty,Jan 2021,"82,875",(Blank),(Blank),(Blank),(Blank),"82,875"
Costa Rica,Pfizer BioNTech - Comirnaty,Feb 2021,"171,990",(Blank),(Blank),(Blank),(Blank),"171,990"
Costa Rica,Pfizer BioNTech - Comirnaty,Mar 2021,"473,850",(Blank),(Blank),(Blank),(Blank),"473,850"
Costa Rica,Pfizer BioNTech - Comirnaty,Apr 2021,"464,490",(Blank),(Blank),(Blank),(Blank),"464,490"
Costa Rica,Pfizer BioNTech - Comirnaty,May 2021,"597,870",(Blank),(Blank),(Blank),(Blank),"597,870"
Costa Rica,Pfizer BioNTech - Comirnaty,Jul 2021,"835,380","500,000",(Blank),(Blank),(Blank),"1,335,380"
Costa Rica,Pfizer BioNTech - Comirnaty,Aug 2021,"1,098,630",(Blank),(Blank),(Blank),(Blank),"1,098,630"
Costa Rica,Pfizer BioNTech - Comirnaty,Sep 2021,"753,480",(Blank),(Blank),(Blank),(Blank),"753,480"
Costa Rica,Pfizer BioNTech - Comirnaty,Oct 2021,"429,260",(Blank),(Blank),(Blank),(Blank),"429,260"
Costa Rica,Pfizer BioNTech - Comirnaty,Nov 2021,"444,600",130,(Blank),(Blank),(Blank),"444,730"
Costa Rica,Pfizer BioNTech - Comirnaty,Dec 2021,"559,260",(Blank),(Blank),(Blank),(Blank),"559,260"
Costa Rica,Pfizer BioNTech - Comirnaty,Jan 2022,"278,380",(Blank),(Blank),(Blank),(Blank),"278,380"
Costa Rica,Pfizer BioNTech - Comirnaty,Apr 2022,"126,000",(Blank),(Blank),(Blank),(Blank),"126,000"
Costa Rica,Pfizer BioNTech - Comirnaty,Jun 2022,"306,000",(Blank),(Blank),(Blank),(Blank),"306,000"
Costa Rica,Pfizer BioNTech - Comirnaty,Jul 2022,"273,600",(Blank),(Blank),(Blank),(Blank),"273,600"
Costa Rica,Pfizer BioNTech - Comirnaty,Aug 2022,"205,200",(Blank),(Blank),(Blank),(Blank),"205,200"
Costa Rica,AstraZeneca - Vaxzevria,Sep 2021,"204,000",(Blank),"475,200",(Blank),(Blank),"679,200"
Costa Rica,AstraZeneca - Vaxzevria,May 2021,"204,000",(Blank),"88,800",(Blank),(Blank),"292,800"
Costa Rica,AstraZeneca - Vaxzevria,Apr 2021,(Blank),(Blank),"43,200",(Blank),(Blank),"43,200"
Costa Rica,AstraZeneca - Vaxzevria,Jun 2021,"204,000",(Blank),(Blank),(Blank),(Blank),"204,000"
Costa Rica,AstraZeneca - Vaxzevria,Jul 2021,"163,200",(Blank),(Blank),(Blank),(Blank),"163,200"
Costa Rica,AstraZeneca - Vaxzevria,Oct 2021,(Blank),"106,800",(Blank),(Blank),(Blank),"106,800"
Costa Rica,AstraZeneca - Vaxzevria,Nov 2021,"224,800","31,400",(Blank),(Blank),(Blank),"256,200"
Costa Rica,Moderna - Spikevax,Feb 2022,(Blank),"500,000",(Blank),(Blank),(Blank),"500,000"
Costa Rica,Unknown,Jan 2022,(Blank),(Blank),(Blank),(Blank),"328,322","328,322"
Paraguay,Pfizer BioNTech - Comirnaty,Nov 2021,(Blank),(Blank),"522,990",(Blank),(Blank),"522,990"
Paraguay,Pfizer BioNTech - Comirnaty,Jan 2022,(Blank),(Blank),"466,830",(Blank),(Blank),"466,830"
Paraguay,Pfizer BioNTech - Comirnaty,Oct 2021,"120,510",(Blank),"225,810",(Blank),(Blank),"346,320"
Paraguay,Pfizer BioNTech - Comirnaty,Jul 2021,"102,900","2,000,000",(Blank),(Blank),(Blank),"2,102,900"
Paraguay,Pfizer BioNTech - Comirnaty,Aug 2021,"49,140",(Blank),(Blank),(Blank),(Blank),"49,140"
Paraguay,Pfizer BioNTech - Comirnaty,Sep 2021,"241,020",(Blank),(Blank),(Blank),(Blank),"241,020"
Paraguay,AstraZeneca - Vaxzevria,Sep 2021,(Blank),(Blank),"623,700",(Blank),(Blank),"623,700"
Paraguay,AstraZeneca - Vaxzevria,Aug 2021,(Blank),(Blank),"253,440",(Blank),(Blank),"253,440"
Paraguay,AstraZeneca - Vaxzevria,Apr 2021,(Blank),(Blank),"134,400",(Blank),(Blank),"134,400"
Paraguay,AstraZeneca - Vaxzevria,Jun 2021,(Blank),"162,000","134,400",(Blank),(Blank),"296,400"
Paraguay,AstraZeneca - Vaxzevria,Mar 2021,(Blank),(Blank),"36,000",(Blank),(Blank),"36,000"
Paraguay,AstraZeneca - Vaxzevria,Oct 2021,(Blank),"100,000",(Blank),(Blank),(Blank),"100,000"
Paraguay,Sinopharm (Beijing) - BBIBP-CorV,Sep 2021,(Blank),(Blank),"39,600",(Blank),(Blank),"39,600"
Paraguay,Sinopharm (Beijing) - BBIBP-CorV,May 2021,"250,000",(Blank),(Blank),(Blank),(Blank),"250,000"
Paraguay,BBIL - Covaxin,Apr 2021,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Paraguay,BBIL - Covaxin,Nov 2021,"400,000",(Blank),(Blank),(Blank),(Blank),"400,000"
Paraguay,Gamaleya - Sputnik V,Feb 2021,"4,000",(Blank),(Blank),(Blank),(Blank),"4,000"
Paraguay,Gamaleya - Sputnik V,Apr 2021,"20,000",(Blank),(Blank),(Blank),(Blank),"20,000"
Paraguay,Gamaleya - Sputnik V,May 2021,"40,000",(Blank),(Blank),(Blank),(Blank),"40,000"
Paraguay,Gamaleya - Sputnik V,Jun 2021,"240,000",(Blank),(Blank),(Blank),(Blank),"240,000"
Paraguay,Gamaleya - Sputnik V,Jul 2021,"100,000",(Blank),(Blank),(Blank),(Blank),"100,000"
Paraguay,Gamaleya - Sputnik V,Aug 2021,"126,000",(Blank),(Blank),(Blank),(Blank),"126,000"
Paraguay,Gamaleya - Sputnik V,Sep 2021,"142,000",(Blank),(Blank),(Blank),(Blank),"142,000"
Paraguay,Gamaleya - Sputnik V,Oct 2021,"308,000",(Blank),(Blank),(Blank),(Blank),"308,000"
Paraguay,Moderna - Spikevax,Jun 2021,(Blank),"99,600",(Blank),(Blank),(Blank),"99,600"
Paraguay,Moderna - Spikevax,Jul 2021,(Blank),"150,000",(Blank),(Blank),(Blank),"150,000"
Paraguay,Moderna - Spikevax,Aug 2021,(Blank),"99,600",(Blank),(Blank),(Blank),"99,600"
Paraguay,Moderna - Spikevax,Sep 2021,(Blank),"50,800",(Blank),(Blank),(Blank),"50,800"
Paraguay,Moderna - Spikevax,Aug 2022,"500,000",(Blank),(Blank),(Blank),(Blank),"500,000"
Paraguay,Sinovac - CoronaVac,Mar 2021,(Blank),"20,000",(Blank),(Blank),(Blank),"20,000"
Paraguay,Sinovac - CoronaVac,Jan 2022,(Blank),"500,000",(Blank),(Blank),(Blank),"500,000"
Paraguay,Unknown,Aug 2021,(Blank),(Blank),(Blank),(Blank),"243,528","243,528"
Paraguay,Unknown,Dec 2021,(Blank),(Blank),(Blank),(Blank),"277,538","277,538"
Paraguay,Unknown,Feb 2022,(Blank),(Blank),(Blank),(Blank),"394,020","394,020"
Paraguay,Unknown,Mar 2022,(Blank),(Blank),(Blank),(Blank),"393,210","393,210"
Paraguay,Unknown,Apr 2022,(Blank),(Blank),(Blank),(Blank),"213,116","213,116"
Paraguay,Unknown,May 2022,(Blank),(Blank),(Blank),(Blank),"157,849","157,849"
Paraguay,Unknown,Jun 2022,(Blank),(Blank),(Blank),(Blank),"168,630","168,630"
Paraguay,Unknown,Jul 2022,(Blank),(Blank),(Blank),(Blank),"340,649","340,649"
Chile,Sinovac - CoronaVac,Nov 2021,"1,385,900",(Blank),"1,489,400",(Blank),(Blank),"2,875,300"
Chile,Sinovac - CoronaVac,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Sinovac - CoronaVac,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Sinovac - CoronaVac,Feb 2021,"3,434,191",(Blank),(Blank),(Blank),(Blank),"3,434,191"
Chile,Sinovac - CoronaVac,Mar 2021,"6,944,668",(Blank),(Blank),(Blank),(Blank),"6,944,668"
Chile,Sinovac - CoronaVac,Apr 2021,"3,586,850",(Blank),(Blank),(Blank),(Blank),"3,586,850"
Chile,Sinovac - CoronaVac,May 2021,"2,612,965",(Blank),(Blank),(Blank),(Blank),"2,612,965"
Chile,Sinovac - CoronaVac,Jun 2021,"2,673,366",(Blank),(Blank),(Blank),(Blank),"2,673,366"
Chile,Sinovac - CoronaVac,Jul 2021,"1,106,333",(Blank),(Blank),(Blank),(Blank),"1,106,333"
Chile,Sinovac - CoronaVac,Aug 2021,"1,055,078",(Blank),(Blank),(Blank),(Blank),"1,055,078"
Chile,Sinovac - CoronaVac,Sep 2021,"1,567,335",(Blank),(Blank),(Blank),(Blank),"1,567,335"
Chile,Sinovac - CoronaVac,Oct 2021,"2,102,172",(Blank),(Blank),(Blank),(Blank),"2,102,172"
Chile,Sinovac - CoronaVac,Dec 2021,"760,262",(Blank),(Blank),(Blank),(Blank),"760,262"
Chile,Sinovac - CoronaVac,Jan 2022,"668,721",(Blank),(Blank),(Blank),(Blank),"668,721"
Chile,Sinovac - CoronaVac,Feb 2022,"400,656",(Blank),(Blank),(Blank),(Blank),"400,656"
Chile,Sinovac - CoronaVac,Mar 2022,"199,990",(Blank),(Blank),(Blank),(Blank),"199,990"
Chile,Sinovac - CoronaVac,Apr 2022,"87,673",(Blank),(Blank),(Blank),(Blank),"87,673"
Chile,Sinovac - CoronaVac,May 2022,"104,184",(Blank),(Blank),(Blank),(Blank),"104,184"
Chile,Sinovac - CoronaVac,Jun 2022,"54,064",(Blank),(Blank),(Blank),(Blank),"54,064"
Chile,AstraZeneca - Vaxzevria,May 2021,"283,062",(Blank),"331,200",(Blank),(Blank),"614,262"
Chile,AstraZeneca - Vaxzevria,Sep 2021,"1,010,436",(Blank),"328,800",(Blank),(Blank),"1,339,236"
Chile,AstraZeneca - Vaxzevria,Apr 2021,"26,274",(Blank),"158,400",(Blank),(Blank),"184,674"
Chile,AstraZeneca - Vaxzevria,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Chile,AstraZeneca - Vaxzevria,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,AstraZeneca - Vaxzevria,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,AstraZeneca - Vaxzevria,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,AstraZeneca - Vaxzevria,Jun 2021,"130,476",(Blank),(Blank),(Blank),(Blank),"130,476"
Chile,AstraZeneca - Vaxzevria,Jul 2021,"64,077",(Blank),(Blank),(Blank),(Blank),"64,077"
Chile,AstraZeneca - Vaxzevria,Aug 2021,"1,364,407",(Blank),(Blank),(Blank),(Blank),"1,364,407"
Chile,AstraZeneca - Vaxzevria,Oct 2021,"352,238",(Blank),(Blank),(Blank),(Blank),"352,238"
Chile,AstraZeneca - Vaxzevria,Nov 2021,"198,258",(Blank),(Blank),(Blank),(Blank),"198,258"
Chile,AstraZeneca - Vaxzevria,Dec 2021,"51,008",(Blank),(Blank),(Blank),(Blank),"51,008"
Chile,AstraZeneca - Vaxzevria,Jan 2022,"25,488",(Blank),(Blank),(Blank),(Blank),"25,488"
Chile,AstraZeneca - Vaxzevria,Feb 2022,"9,635",(Blank),(Blank),(Blank),(Blank),"9,635"
Chile,AstraZeneca - Vaxzevria,Mar 2022,"7,157",(Blank),(Blank),(Blank),(Blank),"7,157"
Chile,AstraZeneca - Vaxzevria,Apr 2022,"3,358",(Blank),(Blank),(Blank),(Blank),"3,358"
Chile,AstraZeneca - Vaxzevria,May 2022,1,(Blank),(Blank),(Blank),(Blank),1
Chile,AstraZeneca - Vaxzevria,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Chile,CanSino - CONVIDECIA,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Chile,CanSino - CONVIDECIA,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,CanSino - CONVIDECIA,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,CanSino - CONVIDECIA,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,CanSino - CONVIDECIA,Apr 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,CanSino - CONVIDECIA,May 2021,81,(Blank),(Blank),(Blank),(Blank),81
Chile,CanSino - CONVIDECIA,Jun 2021,"458,068",(Blank),(Blank),(Blank),(Blank),"458,068"
Chile,CanSino - CONVIDECIA,Jul 2021,"99,491",(Blank),(Blank),(Blank),(Blank),"99,491"
Chile,CanSino - CONVIDECIA,Aug 2021,"43,186",(Blank),(Blank),(Blank),(Blank),"43,186"
Chile,CanSino - CONVIDECIA,Sep 2021,"23,118",(Blank),(Blank),(Blank),(Blank),"23,118"
Chile,CanSino - CONVIDECIA,Oct 2021,"4,971",(Blank),(Blank),(Blank),(Blank),"4,971"
Chile,CanSino - CONVIDECIA,Nov 2021,"1,762",(Blank),(Blank),(Blank),(Blank),"1,762"
Chile,CanSino - CONVIDECIA,Dec 2021,602,(Blank),(Blank),(Blank),(Blank),602
Chile,CanSino - CONVIDECIA,Jan 2022,321,(Blank),(Blank),(Blank),(Blank),321
Chile,CanSino - CONVIDECIA,Feb 2022,154,(Blank),(Blank),(Blank),(Blank),154
Chile,CanSino - CONVIDECIA,Mar 2022,263,(Blank),(Blank),(Blank),(Blank),263
Chile,CanSino - CONVIDECIA,Apr 2022,64,(Blank),(Blank),(Blank),(Blank),64
Chile,CanSino - CONVIDECIA,May 2022,59,(Blank),(Blank),(Blank),(Blank),59
Chile,CanSino - CONVIDECIA,Jun 2022,15,(Blank),(Blank),(Blank),(Blank),15
Chile,Moderna - Spikevax,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Apr 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,May 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Jun 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Jul 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Aug 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Chile,Moderna - Spikevax,Oct 2021,0,(Blank),(Blank),(Blank),(Blank),0
